lead_id,user_id,first_name,last_name,company,email,industry,company_size,source,stage,created_date,converted_date,loss_reason
led_00358,,Daniel,Roberts,Roberts and Sons,juliagreene@lopez.com,E-commerce,51-200,paid_ad,qualified,2025-11-19,,no_response
led_00359,,Anthony,Turner,Macias-Scott,marklynch@curtis.net,Healthcare Tech,51-200,cold_email,demo_booked,2025-12-31,,no_show
led_00360,usr_0191,Joshua,Ayers,Bryant Tech,jasongomez@campbell.info,E-commerce,11-50,inbound,converted,2025-07-29,2025-08-12,
led_00361,,John,Freeman,Chambers Group,hburns@clay.org,Healthcare Tech,11-50,linkedin,qualified,2026-01-07,,budget_constraint
led_00362,,Holly,Ortega,Santiago-Carlson,burtonkathleen@gomez.org,E-commerce,51-200,cold_call,qualified,2026-02-09,,wrong_icp
led_00363,,Karen,Robles,Reyes Inc,jerry98@allen-brewer.com,E-commerce,201-500,inbound,demo_booked,2025-07-07,,budget_constraint
led_00364,,Juan,Pittman,Walker PLC,owilliams@acosta.biz,Cybersecurity,51-200,linkedin,new,2026-01-23,,wrong_icp
led_00365,,Kathleen,Smith,Fuentes-Ross,juliecampbell@frey-roach.info,Real Estate Tech,51-200,cold_email,new,2025-05-17,,duplicate
led_00366,,James,Garcia,"Burton, Murphy and Zamora",mary03@frost-rose.biz,Healthcare Tech,1-10,linkedin,qualified,2025-11-25,,chose_competitor
led_00367,usr_0277,Daniel,Parsons,Edwards Works,kevinwhite@thomas.org,Cybersecurity,11-50,linkedin,converted,2026-03-03,2026-03-22,
led_00368,,Holly,Hernandez,Lambert-Rodriguez,morrowtimothy@cervantes-jones.com,E-commerce,51-200,cold_email,qualified,2026-03-11,,wrong_icp
led_00369,,Tammie,Hatfield,Campbell LLC,johnmorgan@watkins.info,Logistics,11-50,referral,new,2025-06-25,,duplicate
led_00370,,Jesse,Sellers,"Harris, Rivers and Harris",uhayes@cardenas.com,E-commerce,500+,paid_ad,new,2026-02-17,,wrong_icp
led_00371,,Joel,Sanchez,"Chavez, Thomas and Harrington",edougherty@west.com,SaaS / Software,201-500,linkedin,new,2025-12-24,,duplicate
led_00372,,Andre,Haynes,Hardin and Sons,joshuawest@elliott.com,Education Tech,1-10,cold_call,qualified,2025-04-29,,budget_constraint
led_00373,,Beth,Nielsen,Walker Ltd,ncoleman@garcia.info,Cybersecurity,1-10,cold_call,qualified,2025-07-22,,chose_competitor
led_00374,usr_0435,Elizabeth,Carter,Short Labs,wellsamanda@francis.com,Real Estate Tech,51-200,referral,converted,2025-07-18,2025-07-28,
led_00375,usr_0322,Jason,Miller,Chan PLC,moorefrank@edwards-martinez.com,E-commerce,1-10,inbound,converted,2026-03-10,2026-03-13,
led_00376,,Jay,Cervantes,Harris-Richards,ycross@knight.com,Marketing / AdTech,51-200,referral,qualified,2025-05-11,,chose_competitor
led_00377,usr_0455,Autumn,Gill,Taylor PLC,macdonalddylan@scott.net,Marketing / AdTech,11-50,cold_email,converted,2025-11-02,2025-12-25,
led_00378,usr_0443,William,Fry,Humphrey Analytics Group,xgriffin@tucker-rodriguez.org,Education Tech,1-10,referral,converted,2025-11-22,2025-12-05,
led_00379,,Monica,Clark,"Alvarado, Mora and Lee",kim16@sanchez.net,SaaS / Software,11-50,referral,new,2025-11-20,,duplicate
led_00380,usr_0444,Susan,Stark,Wilkinson and Sons,josemercado@luna.net,E-commerce,11-50,cold_email,converted,2026-01-05,2026-02-05,
led_00381,usr_0343,Linda,Byrd,Smith-Clark,bellkristin@smith.com,Logistics,11-50,cold_call,converted,2025-11-04,2025-12-08,
led_00382,,Joseph,Garza,Byrd-Shaffer,charleshodge@wagner-lewis.info,SaaS / Software,51-200,linkedin,demo_booked,2025-05-18,,no_show
led_00383,,Matthew,Huang,Johnson-Meyer,swansonjennifer@brown-ford.net,Healthcare Tech,201-500,inbound,qualified,2025-08-13,,no_response
led_00384,,Megan,Hughes,Murphy Ltd,cschneider@lam-lucas.com,Marketing / AdTech,51-200,linkedin,demo_booked,2025-08-27,,no_show
led_00385,usr_0094,Richard,Zavala,Ryan Ventures Ltd,martin86@cantu-kane.com,Real Estate Tech,500+,inbound,converted,2025-07-04,2025-07-16,
led_00386,,Alyssa,Taylor,Lopez Ltd,bryan95@kim.biz,E-commerce,51-200,cold_email,qualified,2025-12-05,,chose_competitor
led_00387,usr_0328,Mary,Bradley,Jackson Works,zunderwood@johnson-vega.com,Marketing / AdTech,1-10,cold_email,converted,2025-08-29,2025-09-20,
led_00388,,Leah,Jones,Saunders Inc,jamesvaughn@gray.com,Healthcare Tech,1-10,referral,demo_booked,2025-12-30,,budget_constraint
led_00389,,Vicki,Baker,Howell PLC,nicholaswalker@taylor.com,HR Tech,11-50,linkedin,new,2026-02-22,,no_response
led_00390,,Danielle,Martinez,Johnson Inc,tylerflores@fuentes.org,Cybersecurity,1-10,linkedin,demo_booked,2026-01-08,,chose_competitor
led_00391,,Alicia,Hicks,Lucero Ltd,johnsonmichelle@mcdowell.biz,SaaS / Software,51-200,cold_email,demo_booked,2025-12-09,,budget_constraint
led_00392,,Veronica,Moreno,Jackson Group,eric80@walker.com,HR Tech,1-10,linkedin,new,2026-03-24,,duplicate
led_00393,,Jason,Chavez,Johnson-Mccoy,perryangela@wiley.com,SaaS / Software,51-200,referral,demo_booked,2026-03-27,,no_show
led_00394,,Bradley,Campbell,"Nelson, Lee and Todd",bakermichael@smith-velazquez.com,Fintech,11-50,inbound,qualified,2025-05-07,,no_response
led_00395,,Melanie,Foster,Nguyen Group,nicholasperkins@garner-pennington.info,SaaS / Software,51-200,linkedin,demo_booked,2025-11-24,,no_show
led_00396,,Laura,Gutierrez,Hahn-Cook,danielmclaughlin@hurley.com,Logistics,11-50,cold_call,demo_booked,2025-07-07,,not_ready
led_00397,,Wanda,Brown,"Ramsey, Arroyo and Taylor",jacqueline68@reilly.info,Marketing / AdTech,11-50,cold_email,new,2025-05-11,,duplicate
led_00398,usr_0091,Shawn,Oliver,Jimenez Analytics Group,william46@baird-sanchez.net,Healthcare Tech,11-50,linkedin,converted,2025-07-15,2025-08-20,
led_00399,,Nicole,Harris,Hernandez-Strong,derek12@rosales.com,Cybersecurity,11-50,inbound,demo_booked,2025-12-23,,no_show
led_00400,,Jade,Williams,Brown-Mathews,joshua62@smith.biz,Education Tech,201-500,inbound,qualified,2025-05-24,,wrong_icp
led_00401,,Joseph,Wright,Hurst PLC,vsanchez@suarez.com,Healthcare Tech,1-10,cold_call,qualified,2025-07-01,,no_response
led_00402,,Matthew,Petersen,Hall-Harris,lgillespie@martinez-murphy.com,HR Tech,201-500,linkedin,demo_booked,2026-02-16,,no_show
led_00403,,Kevin,David,Robertson PLC,leachjuan@erickson-washington.com,Logistics,51-200,linkedin,qualified,2025-09-18,,wrong_icp
led_00404,,Catherine,Bryan,"Miller, Wilson and Howard",robinsilva@ross-wiggins.com,Marketing / AdTech,51-200,cold_call,qualified,2026-04-04,,wrong_icp
led_00405,usr_0215,Daniel,Contreras,Green AI,seanadams@turner-sharp.com,HR Tech,11-50,inbound,converted,2025-11-18,2025-11-24,
led_00406,,Luke,Hernandez,Mclaughlin Group,amy77@callahan-hicks.com,HR Tech,1-10,cold_call,demo_booked,2025-05-31,,chose_competitor
led_00407,,Jay,Proctor,Kane PLC,qhicks@mcmahon.com,Fintech,201-500,linkedin,new,2026-03-22,,no_response
led_00408,usr_0286,Andrea,Gallegos,Armstrong-Farley,taylorkaren@sellers-riddle.com,Logistics,51-200,inbound,converted,2025-10-21,2025-11-09,
led_00409,,Jeffrey,Ramirez,"Anderson, Yang and Vasquez",whiteangela@webster.com,Fintech,500+,cold_email,demo_booked,2025-05-19,,chose_competitor
led_00410,,Claudia,Hardy,Atkinson-Smith,lisa99@johnson.com,Cybersecurity,11-50,paid_ad,new,2025-05-30,,wrong_icp
led_00411,,Jessica,Thompson,Townsend-Olson,fosterjason@benitez-holt.info,SaaS / Software,201-500,cold_email,new,2025-07-08,,duplicate
led_00412,,Emily,Foley,Gray Inc,williamcarter@velasquez-lopez.com,Education Tech,11-50,referral,qualified,2025-12-17,,no_response
led_00413,,Jamie,Romero,Mcknight Group,mortega@johnson.biz,Education Tech,1-10,cold_email,qualified,2025-04-09,,no_response
led_00414,usr_0280,Kristina,Cook,Ochoa Cloud Group,fortiz@mckinney-wallace.com,Education Tech,500+,paid_ad,converted,2026-02-17,2026-02-26,
led_00415,,David,Palmer,"Martin, Jimenez and Martinez",kimberly29@evans.org,Logistics,1-10,cold_email,demo_booked,2026-02-27,,not_ready
led_00416,,Amanda,King,Joseph-James,madisongreen@elliott.com,Fintech,11-50,cold_email,demo_booked,2025-05-27,,chose_competitor
led_00417,,Blake,Hernandez,"Robbins, Wood and Wilson",dylanmalone@lawrence.com,SaaS / Software,11-50,linkedin,demo_booked,2026-04-18,,not_ready
led_00418,,Jose,Gonzales,Livingston-Holloway,raytara@cummings.info,Education Tech,11-50,cold_call,qualified,2025-07-19,,wrong_icp
led_00419,,Adam,Anderson,Goodman Ltd,martinjose@burgess.com,Education Tech,500+,referral,qualified,2026-03-24,,chose_competitor
led_00420,,Natalie,Lindsey,Ramirez-Gutierrez,victoria32@carr.org,HR Tech,1-10,linkedin,demo_booked,2025-04-23,,budget_constraint
led_00421,usr_0064,Tracy,Dominguez,Trujillo IO,reedross@jones-holland.com,Marketing / AdTech,11-50,cold_email,converted,2026-03-03,2026-03-29,
led_00422,,Amber,Walker,"Casey, Hull and Heath",santosderrick@zavala.net,Logistics,51-200,referral,demo_booked,2026-03-01,,no_show
led_00423,,Lonnie,Howell,Rasmussen-Allen,lopezjohn@lee-sanchez.info,Marketing / AdTech,11-50,cold_email,new,2026-04-11,,duplicate
led_00424,usr_0169,David,Crawford,Martinez Ventures Group,samuel67@morgan-lopez.info,Education Tech,11-50,cold_call,converted,2025-05-14,2025-05-24,
led_00425,usr_0312,Debra,Thomas,"Sharp, Perez and Hicks",trevinoalexander@ruiz.com,Cybersecurity,11-50,referral,converted,2026-02-15,2026-03-15,
led_00426,,Anthony,Smith,"Robinson, Johnson and Dean",hcampbell@spears.net,HR Tech,51-200,cold_email,qualified,2025-09-18,,budget_constraint
led_00427,,Debra,Massey,Compton-Henderson,mgolden@park-shaw.com,SaaS / Software,11-50,cold_email,qualified,2025-04-13,,no_response
led_00428,usr_0492,Andrea,Martinez,Norman Digital Ltd,julie87@jackson-dickerson.com,SaaS / Software,500+,cold_email,converted,2025-09-21,2025-10-29,
led_00429,usr_0404,Courtney,Bullock,Gates Group,david70@powell.net,Real Estate Tech,1-10,linkedin,converted,2025-12-26,2026-02-07,
led_00430,usr_0348,Thomas,Rivera,Williams Cloud Group,xhernandez@patterson.org,Real Estate Tech,11-50,referral,converted,2025-11-23,2025-12-17,
led_00431,,Elizabeth,Shaw,Porter Ltd,zmiller@simpson.info,Marketing / AdTech,500+,cold_email,demo_booked,2026-01-14,,not_ready
led_00432,,Michelle,Gallegos,Brewer-Smith,seanwallace@chavez.com,Real Estate Tech,500+,cold_email,new,2025-06-20,,wrong_icp
led_00433,,Michael,Nunez,Pennington PLC,dylan72@reyes.info,SaaS / Software,11-50,linkedin,qualified,2025-04-11,,wrong_icp
led_00434,,Valerie,Leblanc,Spence PLC,tracey27@montgomery-hanna.org,E-commerce,201-500,referral,demo_booked,2026-03-26,,budget_constraint
led_00435,,Richard,Coffey,"Frank, Pruitt and Warner",jamesdavis@sanchez.com,Marketing / AdTech,51-200,cold_email,qualified,2026-02-14,,chose_competitor
led_00436,usr_0454,Lori,Davis,"Wilson, Leonard and Mendoza",deborahjenkins@williams.org,Healthcare Tech,201-500,cold_email,converted,2026-03-06,2026-04-18,
led_00437,usr_0332,Tiffany,Jones,Johnson LLC,stokesthomas@wang-key.com,Education Tech,1-10,cold_email,converted,2025-11-27,2026-01-24,
led_00438,,Nathan,Ferrell,Santos-Harris,phillipsjoyce@gentry.com,SaaS / Software,201-500,cold_email,new,2025-08-11,,no_response
led_00439,usr_0047,Jose,Ingram,Davis-Crane,emilywalker@hernandez.com,Education Tech,201-500,cold_email,converted,2025-08-11,2025-09-13,
led_00440,,Christopher,Cole,Yang-West,meghanlopez@huff.com,Healthcare Tech,11-50,cold_call,qualified,2025-09-03,,no_response
led_00441,,Bruce,Johnston,"Santos, Nguyen and Simpson",francisco73@santos-alexander.biz,Logistics,201-500,cold_call,qualified,2025-08-01,,wrong_icp
led_00442,usr_0417,Kevin,Stout,Rich-Henderson,millsanthony@brown.com,Fintech,51-200,referral,converted,2025-10-19,2025-11-17,
led_00443,,Sharon,Santos,Johnson Inc,cooperjennifer@ross.org,SaaS / Software,51-200,cold_email,qualified,2025-07-08,,budget_constraint
led_00444,,Ronald,Graham,Brown LLC,alvinsmith@lawrence-stark.info,Fintech,11-50,paid_ad,qualified,2025-10-22,,budget_constraint
led_00445,,Nicole,Morrow,Smith Group,guzmanjames@guzman.com,Real Estate Tech,51-200,cold_email,demo_booked,2025-10-15,,chose_competitor
led_00446,,Sarah,Black,Robinson and Sons,leejessica@phillips-schultz.com,Logistics,500+,cold_call,demo_booked,2025-10-29,,not_ready
led_00447,,Charles,Johnson,Warren-Phelps,wheelerjason@perez.com,SaaS / Software,11-50,linkedin,qualified,2025-07-29,,no_response
led_00448,usr_0164,Danielle,Thornton,"Romero, Mcneil and Spencer",cmarks@hughes.com,Healthcare Tech,1-10,linkedin,converted,2026-01-05,2026-01-28,
led_00449,,Andrew,Snyder,"Harris, Potter and Sanchez",brownapril@reid.com,Cybersecurity,51-200,inbound,new,2025-06-15,,no_response
led_00450,,Daniel,Baker,Ibarra and Sons,zburns@juarez.net,SaaS / Software,11-50,linkedin,qualified,2026-02-27,,wrong_icp
led_00451,,Michael,Woodard,Johnson-Robbins,martin76@chapman.com,Cybersecurity,1-10,linkedin,qualified,2025-04-14,,no_response
led_00452,usr_0171,Stephanie,Mcgee,Carter Ventures Ltd,millerdonna@griffin-robbins.com,Fintech,1-10,cold_call,converted,2025-12-02,2026-01-02,
led_00453,usr_0256,Kimberly,Estrada,Ward IO,curtis12@cole-peters.biz,Marketing / AdTech,11-50,inbound,converted,2025-11-17,2025-12-08,
led_00454,,Cristian,Hicks,Owens Inc,ukemp@wagner-wilson.com,Marketing / AdTech,1-10,linkedin,qualified,2025-11-09,,wrong_icp
led_00455,usr_0386,Alec,Chambers,Morgan Solutions Ltd,matthewvalenzuela@christensen-martin.biz,Marketing / AdTech,1-10,inbound,converted,2025-09-02,2025-09-05,
led_00456,,Kenneth,Hopkins,Baker-Rivera,garywalton@perez.com,HR Tech,11-50,cold_email,qualified,2025-04-21,,budget_constraint
led_00457,usr_0471,Spencer,Morales,Shea Group,elizabeth69@holmes.com,Fintech,11-50,referral,converted,2025-09-24,2025-10-23,
led_00458,,Stephanie,Ortiz,"Baker, Jackson and Jackson",gregorykelley@taylor.biz,Cybersecurity,201-500,cold_email,qualified,2025-12-25,,no_response
led_00459,,Tracy,Williams,Stewart PLC,ogreen@rodriguez.com,Healthcare Tech,11-50,linkedin,demo_booked,2025-09-30,,not_ready
led_00460,,Lori,James,"Fernandez, Holland and Dunlap",jreed@booth.com,Real Estate Tech,11-50,cold_email,demo_booked,2025-11-05,,no_show
led_00461,usr_0104,Jennifer,White,Rodriguez Solutions Ltd,karmstrong@haney-phillips.biz,Cybersecurity,51-200,cold_email,converted,2026-01-26,2026-03-18,
led_00462,,Keith,Smith,"Jordan, Henderson and Reynolds",sgarrett@brown-hernandez.org,Marketing / AdTech,51-200,cold_email,new,2025-09-30,,duplicate
led_00463,usr_0089,Stephanie,Miller,Pennington Systems,fgilmore@johnson.org,E-commerce,51-200,linkedin,converted,2025-07-04,2025-08-14,
led_00464,usr_0265,Kevin,Williams,Chambers-Taylor,john26@jones-ewing.info,Healthcare Tech,201-500,inbound,converted,2026-03-12,2026-03-26,
led_00465,usr_0267,Jeremy,Hicks,Little AI,rodriguezjohn@kelly.biz,E-commerce,51-200,cold_call,converted,2025-12-03,2025-12-13,
led_00466,usr_0009,William,Houston,Underwood LLC,nadams@walter.biz,Cybersecurity,1-10,inbound,converted,2025-12-05,2025-12-14,
led_00467,,Laura,Boone,Ross-Garcia,matthewrodriguez@palmer.biz,Real Estate Tech,1-10,cold_call,new,2025-05-22,,duplicate
led_00468,,Jose,Brown,Molina Inc,zjohnson@fitzpatrick.info,HR Tech,11-50,cold_email,qualified,2025-03-29,,wrong_icp
led_00469,,Dawn,Mendez,"Rosales, Williamson and Taylor",samantha22@jackson.com,SaaS / Software,11-50,cold_call,qualified,2025-10-01,,chose_competitor
led_00470,,Brandi,Patterson,Nelson and Sons,sonyarivera@castaneda.com,Logistics,1-10,referral,demo_booked,2025-08-28,,chose_competitor
led_00471,,Michael,Palmer,Price and Sons,zacharybradshaw@johnson.com,Fintech,500+,linkedin,qualified,2025-07-18,,no_response
led_00472,,Roberto,Meyer,Holt Group,shawn02@mcmillan.biz,Healthcare Tech,500+,linkedin,demo_booked,2026-03-12,,no_show
led_00473,usr_0032,Michael,Hays,Contreras PLC,sarah12@wilson-rodriguez.net,SaaS / Software,1-10,linkedin,converted,2025-12-24,2026-02-06,
led_00474,,Justin,Parker,Middleton-Henderson,jorge15@martinez-walter.com,HR Tech,51-200,linkedin,qualified,2025-08-03,,wrong_icp
led_00475,,Anthony,Bridges,"Nelson, Jones and Mitchell",dennisglenn@castillo-nielsen.org,Real Estate Tech,51-200,cold_email,demo_booked,2025-07-13,,chose_competitor
led_00476,usr_0062,Frederick,Bean,Strickland Ventures Group,tamirodriguez@hickman.biz,Education Tech,1-10,inbound,converted,2025-09-28,2025-10-11,
led_00477,,Larry,Rose,"Webb, Evans and Parrish",bonniewatts@adams.com,Real Estate Tech,51-200,inbound,qualified,2025-11-06,,no_response
led_00478,,Sandy,Silva,"Cortez, Hardy and Brock",rodriguezjames@clay.com,Fintech,51-200,cold_email,demo_booked,2025-12-23,,budget_constraint
led_00479,,Robert,Wilkinson,Mullins-Norton,smithemily@fischer.com,E-commerce,1-10,cold_call,qualified,2025-11-16,,wrong_icp
led_00480,,Kevin,Swanson,Williams Ltd,gardnertina@gomez.com,Cybersecurity,11-50,linkedin,qualified,2025-06-09,,no_response
led_00481,usr_0161,Joshua,Vaughan,Rose Cloud Group,parsonsjohn@williams.org,SaaS / Software,11-50,referral,converted,2025-10-02,2025-10-15,
led_00482,,Alicia,Fowler,Ortega and Sons,pattersonamanda@garrett-miller.com,Fintech,201-500,inbound,qualified,2025-05-16,,wrong_icp
led_00483,,Patrick,Weber,"Rice, Medina and Davidson",cunninghamdavid@brady.com,Healthcare Tech,500+,linkedin,demo_booked,2025-04-21,,budget_constraint
led_00484,,Renee,Rodriguez,"Davis, Watkins and Garcia",powellangela@riggs-duran.com,Healthcare Tech,11-50,referral,qualified,2025-12-09,,chose_competitor
led_00485,usr_0497,Amy,Howard,Garza Group,omills@collins.com,SaaS / Software,201-500,paid_ad,converted,2026-01-22,2026-01-28,
led_00486,usr_0274,Grace,Ray,Vargas-Price,jamiegoodwin@ray.com,Marketing / AdTech,11-50,cold_email,converted,2025-05-17,2025-07-09,
led_00487,,Sara,Nelson,"Lopez, Long and Miller",travisjames@sims-barry.org,Real Estate Tech,51-200,linkedin,qualified,2025-09-20,,chose_competitor
led_00488,usr_0071,Kari,Cooke,Schmidt Labs,jbarajas@bell-chavez.com,Logistics,201-500,paid_ad,converted,2026-01-20,2026-02-02,
led_00489,,Nicholas,Rodgers,Morris LLC,matthew04@mckinney-collins.info,Real Estate Tech,51-200,linkedin,qualified,2026-01-10,,budget_constraint
led_00490,,Brad,Reynolds,Bradford-Keller,benjamin88@olsen.com,HR Tech,11-50,linkedin,qualified,2025-05-14,,wrong_icp
led_00491,,James,Walsh,Ramos-Moore,geraldshort@brown-rose.com,Cybersecurity,201-500,inbound,new,2026-03-30,,wrong_icp
led_00492,usr_0202,Robert,Ramsey,Frye Solutions Ltd,vbarr@gomez.com,Cybersecurity,51-200,inbound,converted,2026-02-03,2026-02-24,
led_00493,usr_0124,Albert,Phillips,"Glenn, Jordan and Beasley",dmorgan@perry-davis.biz,E-commerce,1-10,linkedin,converted,2025-10-27,2025-11-11,
led_00494,,Laura,Brady,Chapman-Johns,grahamtara@yu.com,Logistics,11-50,cold_email,demo_booked,2025-11-16,,no_show
led_00495,,Brian,Hoffman,Farmer-Moore,tony93@wiggins.com,Cybersecurity,11-50,cold_email,demo_booked,2026-03-17,,not_ready
led_00496,usr_0350,Samuel,Snyder,Burns-Guerrero,maypaul@mcclure-wood.info,Fintech,11-50,cold_email,converted,2025-10-06,2025-11-14,
led_00497,,James,Simpson,Conner LLC,bkemp@lewis-fuller.org,Education Tech,1-10,cold_email,demo_booked,2025-12-01,,budget_constraint
led_00498,,Evan,Robbins,Young and Sons,eroth@cox.com,Education Tech,201-500,cold_email,demo_booked,2025-10-25,,chose_competitor
led_00499,,Jessica,Turner,Lawrence-Montgomery,cody21@chandler.com,Logistics,1-10,cold_email,new,2025-06-08,,no_response
led_00500,,Marie,Solomon,Acevedo-Reid,jacquelinecruz@johnson-rodriguez.net,SaaS / Software,11-50,cold_call,qualified,2025-05-24,,budget_constraint
led_00501,,Jason,Taylor,"Allen, Thomas and Parker",hjohnston@jackson.com,Marketing / AdTech,11-50,cold_call,demo_booked,2025-11-21,,not_ready
led_00502,,Barbara,Jones,Noble-Rose,john93@morales.com,Logistics,1-10,inbound,demo_booked,2026-03-16,,budget_constraint
led_00503,usr_0067,John,Lin,Christian-Rivas,ramirezshannon@hudson-barnett.com,Cybersecurity,201-500,cold_email,converted,2025-12-09,2026-02-02,
led_00504,usr_0046,Nicole,Taylor,"Pena, Marshall and Ramos",williamleon@jackson.org,Logistics,51-200,cold_call,converted,2026-03-18,2026-04-14,
led_00505,,Doris,Fernandez,Warren-Clark,fulleranthony@hopkins.com,Healthcare Tech,51-200,cold_email,demo_booked,2025-12-22,,chose_competitor
led_00506,usr_0097,Kimberly,Johnson,Harrison LLC,cindy61@phelps-villarreal.biz,SaaS / Software,51-200,cold_call,converted,2026-02-21,2026-03-14,
led_00507,usr_0033,David,Duke,Moore HQ,cassandra53@walters.com,HR Tech,11-50,cold_call,converted,2025-06-13,2025-06-30,
led_00508,usr_0061,Erika,Maxwell,"Hernandez, Martinez and Caldwell",stevenscott@jackson-lawson.com,Healthcare Tech,11-50,cold_email,converted,2025-06-18,2025-07-17,
led_00509,,Steven,Rangel,Wallace Group,shawn20@morgan.com,Real Estate Tech,11-50,cold_email,qualified,2025-05-21,,budget_constraint
led_00510,,Gerald,Fox,"Bird, Williams and Davis",robert70@hall.biz,Real Estate Tech,51-200,inbound,demo_booked,2025-04-18,,budget_constraint
led_00511,usr_0235,Kimberly,Bauer,Williams Systems,mnunez@russo.org,Marketing / AdTech,500+,inbound,converted,2025-05-09,2025-05-13,
led_00512,,Cheryl,Medina,Gonzalez-Leach,qcampbell@malone.biz,Healthcare Tech,51-200,cold_call,qualified,2025-07-22,,chose_competitor
led_00513,usr_0100,Cynthia,Bryan,Berger HQ,nguyenbrian@brooks-thomas.net,Logistics,11-50,inbound,converted,2025-04-16,2025-04-20,
led_00514,usr_0020,Christopher,Harrington,Jones Inc,chad34@washington.org,Cybersecurity,51-200,cold_email,converted,2026-02-08,2026-03-26,
led_00515,,Roger,Hawkins,Dean-Durham,tina57@johnson.net,SaaS / Software,11-50,cold_call,qualified,2025-08-18,,no_response
led_00516,usr_0494,Nathan,Mcdowell,Kelley-Johnson,fwarren@baker.com,Real Estate Tech,11-50,inbound,converted,2026-01-18,2026-02-04,
led_00517,,Jeffrey,Fleming,Smith-Rivera,pscott@spence.com,HR Tech,1-10,referral,demo_booked,2025-05-19,,budget_constraint
led_00518,,Patricia,Leon,"Landry, Chambers and Levy",richardsonlawrence@miller.com,SaaS / Software,201-500,referral,new,2025-04-01,,duplicate
led_00519,usr_0137,Mark,Mata,Solis PLC,xcollier@kim.com,Fintech,51-200,cold_call,converted,2025-08-07,2025-08-20,
led_00520,,Katie,Wyatt,Williams-Douglas,pbird@holder.com,SaaS / Software,201-500,inbound,demo_booked,2025-10-24,,chose_competitor
led_00521,usr_0219,David,Fleming,Fox PLC,christian91@poole.com,Education Tech,11-50,referral,converted,2025-12-24,2026-01-08,
led_00522,usr_0180,Jeremy,Tucker,Johnson-Spencer,tanner82@henson.info,Healthcare Tech,1-10,linkedin,converted,2026-02-03,2026-03-19,
led_00523,,Kyle,Rodriguez,Butler LLC,kayleeclark@rice.com,Education Tech,51-200,inbound,new,2025-08-27,,wrong_icp
led_00524,usr_0025,Megan,Dickson,House and Sons,richardolson@barrera-martin.com,Marketing / AdTech,11-50,cold_call,converted,2025-10-29,2025-11-30,
led_00525,usr_0090,Jacqueline,Miller,Mckinney LLC,tranchristopher@murray.com,Real Estate Tech,1-10,cold_call,converted,2025-06-04,2025-07-09,
led_00526,usr_0195,Suzanne,White,Fischer Solutions Group,carriemorales@williams.com,Cybersecurity,500+,referral,converted,2025-05-01,2025-05-09,
led_00527,usr_0194,Derek,Richardson,Bryan HQ,andersoncolin@norton-morgan.com,Real Estate Tech,11-50,linkedin,converted,2025-12-01,2026-01-11,
led_00528,,Carolyn,Thomas,Garrett-Boyd,martincourtney@kirby.net,Healthcare Tech,51-200,inbound,qualified,2026-03-16,,wrong_icp
led_00529,usr_0245,Lori,Davis,"Jenkins, Smith and Bowen",andre62@hull.com,Marketing / AdTech,51-200,cold_email,converted,2026-02-12,2026-03-14,
led_00530,usr_0007,Anthony,Krueger,Chavez Solutions Group,francisco53@adams.org,E-commerce,11-50,linkedin,converted,2025-11-08,2025-12-13,
led_00531,,Michael,Irwin,Mejia and Sons,richdanny@johnson.info,Healthcare Tech,11-50,inbound,demo_booked,2026-02-16,,no_show
led_00532,usr_0050,Jesus,Mason,Bryant AI,jcontreras@stewart.net,Education Tech,51-200,linkedin,converted,2025-05-27,2025-06-22,
led_00533,,William,Jackson,Hancock Group,dhahn@taylor.org,Healthcare Tech,11-50,paid_ad,demo_booked,2025-09-29,,chose_competitor
led_00534,usr_0156,April,Silva,Williams-Castillo,angela18@mitchell.com,Fintech,51-200,cold_email,converted,2025-07-08,2025-08-13,
led_00535,usr_0059,Donald,Davis,Juarez Labs,aramirez@conley-ruiz.net,Cybersecurity,11-50,cold_email,converted,2026-02-12,2026-03-08,
led_00536,,Sylvia,Baker,"Daniels, White and Simmons",gharris@macias.com,HR Tech,201-500,linkedin,new,2025-10-18,,no_response
led_00537,usr_0008,Gerald,Li,Reid Solutions Inc,frankgray@watts.com,SaaS / Software,11-50,referral,converted,2026-03-19,2026-04-03,
led_00538,,Stacy,Mcdaniel,"Hoover, Russo and Pratt",david93@baird.com,E-commerce,51-200,inbound,qualified,2025-03-23,,wrong_icp
led_00539,,Ruth,Hamilton,"Riddle, Jones and Woodward",ccuevas@perez.info,Fintech,51-200,inbound,new,2025-08-02,,duplicate
led_00540,,Allen,Osborne,Morris-Walker,ufischer@lynch.com,Real Estate Tech,1-10,linkedin,new,2025-06-27,,duplicate
led_00541,,Shawn,Williams,Smith Ltd,arnoldashley@conley.com,HR Tech,51-200,referral,demo_booked,2025-11-05,,not_ready
led_00542,usr_0159,Jennifer,Martin,Flores Digital Group,combsdebra@taylor.info,HR Tech,11-50,inbound,converted,2026-01-31,2026-02-16,
led_00543,,Carla,Sellers,Ross PLC,valdezheather@chandler.info,Marketing / AdTech,1-10,cold_email,qualified,2025-12-25,,wrong_icp
led_00544,,Michael,Dominguez,Thomas PLC,lunanicholas@wyatt.com,Healthcare Tech,51-200,inbound,demo_booked,2025-10-03,,no_show
led_00545,,Joshua,Flores,Stevenson Group,christina70@dorsey.com,Healthcare Tech,1-10,cold_email,demo_booked,2025-07-28,,budget_constraint
