user_id,company_name,email,plan,mrr,status,signup_date,churn_date,churn_reason,payment_failures,country,industry,created_at,account_age_days,acquisition_channel,signup_month
usr_0178,Martinez Cloud Group,hayesrachel@osborn-cochran.com,enterprise,999,active,2025-12-23,,,0,US,Real Estate Tech,2025-12-23,118,organic,2025-12
usr_0179,"Reed, Brown and Daniels",melissa25@walker.com,enterprise,999,active,2026-02-21,,,0,US,E-commerce,2026-02-21,58,organic,2026-02
usr_0180,Johnson-Spencer,tanner82@henson.info,growth,149,active,2026-03-19,,,0,CA,Healthcare Tech,2026-03-19,32,paid_ads,2026-03
usr_0181,"Jenkins, Ortiz and Andrews",teresaday@owens-holmes.com,growth,149,active,2025-09-12,,,0,US,Real Estate Tech,2025-09-12,220,paid_ads,2025-09
usr_0182,Humphrey Solutions Inc,katrinaanderson@bartlett.com,pro,399,active,2026-02-10,,,0,KE,SaaS / Software,2026-02-10,69,referral,2026-02
usr_0183,Martin-Morris,michaeleverett@singleton-king.net,enterprise,999,active,2025-12-07,,,0,US,HR Tech,2025-12-07,134,organic,2025-12
usr_0184,Martinez-Turner,shawgary@moore.org,growth,149,active,2025-12-13,,,0,US,SaaS / Software,2025-12-13,128,sales,2025-12
usr_0185,Kirby-Elliott,millerstacy@baker.org,starter,49,active,2026-01-10,,,0,ZA,Marketing / AdTech,2026-01-10,100,paid_ads,2026-01
usr_0186,"Johnson, Small and Gardner",timothy64@jones-brown.info,starter,49,active,2025-05-26,,,0,US,Healthcare Tech,2025-05-26,329,partner,2025-05
usr_0187,Perry Ventures Group,mharris@edwards.com,starter,49,churned,2025-04-22,2025-09-21,missing_features,0,US,Marketing / AdTech,2025-04-22,363,paid_ads,2025-04
usr_0188,"Travis, Reed and Ross",zachary15@owens.info,starter,49,active,2026-04-07,,,1,US,Healthcare Tech,2026-04-07,13,referral,2026-04
usr_0189,Thomas Inc,sonia96@estes.com,starter,49,active,2026-03-17,,,0,US,HR Tech,2026-03-17,34,paid_ads,2026-03
usr_0190,"Griffith, Lee and Moore",tjimenez@johnson-landry.net,starter,49,churned,2025-11-13,2026-01-05,switched_competitor,1,CA,SaaS / Software,2025-11-13,158,partner,2025-11
usr_0191,Bryant Tech,jasongomez@campbell.info,starter,49,churned,2025-08-12,2026-02-04,switched_competitor,0,ZA,E-commerce,2025-08-12,251,paid_ads,2025-08
usr_0192,Mitchell Tech,booneryan@luna-gallagher.com,starter,49,active,2025-12-10,,,0,US,SaaS / Software,2025-12-10,131,paid_ads,2025-12
usr_0193,Morales PLC,michaelroberts@gordon-duran.com,starter,49,active,2025-10-22,,,0,US,Real Estate Tech,2025-10-22,180,paid_ads,2025-10
usr_0194,Bryan HQ,andersoncolin@norton-morgan.com,pro,399,active,2026-01-11,,,2,US,Real Estate Tech,2026-01-11,99,paid_ads,2026-01
usr_0195,Fischer Solutions Group,carriemorales@williams.com,growth,149,active,2025-05-09,,,0,US,Cybersecurity,2025-05-09,346,organic,2025-05
usr_0196,Stone-Hernandez,markaustin@long.com,growth,149,churned,2025-07-21,2025-10-31,missing_features,3,CA,HR Tech,2025-07-21,273,organic,2025-07
usr_0197,"Rogers, Clayton and Patel",thomas05@nunez-whitney.org,growth,149,active,2026-02-26,,,0,US,Marketing / AdTech,2026-02-26,53,paid_ads,2026-02
usr_0198,Parker Solutions Group,carlsonjoseph@patton.com,growth,149,churned,2025-04-21,2025-06-21,no_longer_needed,1,GB,E-commerce,2025-04-21,364,paid_ads,2025-04
usr_0199,Silva Systems,alexandriagriffith@hernandez-becker.com,starter,49,active,2026-02-15,,,0,CA,Logistics,2026-02-15,64,partner,2026-02
usr_0200,"Vaughan, Rodriguez and Smith",robert63@shaw-carr.info,growth,149,active,2025-12-05,,,0,AU,Logistics,2025-12-05,136,partner,2025-12
usr_0201,Salas IO,thorntonapril@nguyen.com,growth,149,churned,2025-06-23,2025-08-19,too_expensive,0,CA,Fintech,2025-06-23,301,organic,2025-06
usr_0202,Frye Solutions Ltd,vbarr@gomez.com,pro,399,active,2026-02-24,,,0,AU,Cybersecurity,2026-02-24,55,paid_ads,2026-02
usr_0203,"Washington, Bernard and Ramirez",jeffrey44@clark.com,growth,149,active,2026-02-16,,,0,CA,Fintech,2026-02-16,63,referral,2026-02
usr_0204,"Peck, Pope and Hill",berryamy@cardenas-blevins.com,growth,149,churned,2025-09-28,2026-03-26,no_longer_needed,0,US,Education Tech,2025-09-28,204,referral,2025-09
usr_0205,Roberts Digital Ltd,stephanie15@douglas-burgess.com,starter,49,churned,2026-02-04,2026-03-31,switched_competitor,1,DE,Healthcare Tech,2026-02-04,75,referral,2026-02
usr_0206,Harris Solutions Inc,sarah42@gilbert.com,starter,49,active,2025-06-10,,,0,NL,Education Tech,2025-06-10,314,paid_ads,2025-06
usr_0207,Sanchez Ventures Inc,danawilliams@rivera-kennedy.com,growth,149,churned,2025-06-05,2025-08-13,too_expensive,1,US,SaaS / Software,2025-06-05,319,sales,2025-06
usr_0208,Oconnell and Sons,edelgado@santos-avila.com,starter,49,active,2026-03-22,,,0,GB,HR Tech,2026-03-22,29,organic,2026-03
usr_0209,Mitchell-Brown,pearsonjesse@sharp.com,growth,149,churned,2025-08-28,2026-01-18,poor_support,2,FR,Marketing / AdTech,2025-08-28,235,paid_ads,2025-08
usr_0210,Khan-Thompson,osbornrandy@lopez-curry.com,starter,49,churned,2026-01-24,2026-02-19,too_expensive,3,US,Fintech,2026-01-24,86,partner,2026-01
usr_0211,Smith PLC,hebertmatthew@hays-daniels.info,growth,149,churned,2025-09-23,2025-10-30,switched_competitor,1,US,Real Estate Tech,2025-09-23,209,paid_ads,2025-09
usr_0212,Small Ventures Group,melissamcdonald@lamb.com,enterprise,999,active,2026-01-11,,,1,CA,Fintech,2026-01-11,99,paid_ads,2026-01
usr_0213,"Stevens, Scott and Lopez",krystal93@carr.biz,pro,399,active,2025-06-14,,,0,US,Real Estate Tech,2025-06-14,310,sales,2025-06
usr_0214,Wilcox Cloud Inc,christopher12@woods.com,pro,399,active,2026-03-31,,,0,US,HR Tech,2026-03-31,20,paid_ads,2026-03
usr_0215,Green AI,seanadams@turner-sharp.com,starter,49,churned,2025-11-24,2025-12-21,missing_features,0,US,HR Tech,2025-11-24,147,paid_ads,2025-11
usr_0216,Green Digital Inc,heather01@parker-sullivan.net,growth,149,active,2025-11-11,,,0,US,HR Tech,2025-11-11,160,organic,2025-11
usr_0217,"Carrillo, Vaughn and Fowler",michael33@mendoza.org,growth,149,active,2026-04-08,,,0,DE,SaaS / Software,2026-04-08,12,partner,2026-04
usr_0218,Brooks Solutions Ltd,ztodd@petersen.org,starter,49,active,2026-03-17,,,0,US,SaaS / Software,2026-03-17,34,partner,2026-03
usr_0219,Fox PLC,christian91@poole.com,enterprise,999,active,2026-01-08,,,1,US,Education Tech,2026-01-08,102,sales,2026-01
usr_0220,"Herrera, Martin and Bond",nwilson@aguilar.com,enterprise,999,active,2026-01-04,,,2,US,Marketing / AdTech,2026-01-04,106,sales,2026-01
usr_0221,Chavez Ventures Ltd,dbryant@ford.biz,starter,49,active,2026-02-19,,,0,US,HR Tech,2026-02-19,60,organic,2026-02
usr_0222,Scott Solutions Inc,reesebeth@henderson.com,enterprise,999,active,2025-06-27,,,0,CA,Education Tech,2025-06-27,297,paid_ads,2025-06
usr_0223,"Mcknight, Michael and Jones",ajohnson@mack.biz,starter,49,active,2025-12-21,,,0,US,SaaS / Software,2025-12-21,120,sales,2025-12
usr_0224,Haney-Reyes,rbennett@baxter.com,enterprise,999,active,2025-11-05,,,0,US,Logistics,2025-11-05,166,sales,2025-11
usr_0225,Haney Group,jessicawalker@avila.info,growth,149,active,2025-12-28,,,0,ZA,E-commerce,2025-12-28,113,paid_ads,2025-12
usr_0226,Nunez Labs,opatel@murray.com,starter,49,active,2026-01-18,,,0,GB,Education Tech,2026-01-18,92,paid_ads,2026-01
usr_0227,Lopez HQ,johnsondonna@miranda.com,starter,49,churned,2025-11-19,2025-12-17,no_longer_needed,0,US,E-commerce,2025-11-19,152,paid_ads,2025-11
usr_0228,Garcia Inc,tharper@sanchez.biz,growth,149,active,2026-03-17,,,0,NG,Education Tech,2026-03-17,34,referral,2026-03
usr_0229,Gonzales Ventures Inc,karenparsons@gordon.com,starter,49,active,2026-02-09,,,0,DE,HR Tech,2026-02-09,70,sales,2026-02
usr_0230,"Johnston, Ray and Barton",joel28@gutierrez.com,growth,149,active,2025-12-08,,,0,DE,Real Estate Tech,2025-12-08,133,partner,2025-12
usr_0231,"Fry, Hobbs and Buck",dpeters@david-powers.net,starter,49,churned,2025-04-20,2025-05-22,missing_features,1,NG,Healthcare Tech,2025-04-20,365,partner,2025-04
usr_0232,Flores Works,trussell@white-medina.com,growth,149,active,2026-01-14,,,0,US,Logistics,2026-01-14,96,paid_ads,2026-01
usr_0233,Turner Ltd,lindamelendez@gutierrez.biz,starter,49,active,2026-02-27,,,0,DE,Cybersecurity,2026-02-27,52,sales,2026-02
usr_0234,Sanchez Tech,markmiller@boone-davis.com,growth,149,churned,2025-09-13,2025-10-26,missing_features,1,GB,Logistics,2025-09-13,219,organic,2025-09
usr_0235,Williams Systems,mnunez@russo.org,pro,399,active,2025-05-13,,,0,US,Marketing / AdTech,2025-05-13,342,organic,2025-05
usr_0236,Ramsey Analytics Inc,timothybooth@turner-stout.com,enterprise,999,active,2025-11-17,,,0,GB,HR Tech,2025-11-17,154,organic,2025-11
usr_0237,Giles Solutions Inc,burgesskaren@dominguez.com,growth,149,active,2026-04-03,,,0,US,Education Tech,2026-04-03,17,paid_ads,2026-04
usr_0238,Herman-Arnold,oscar85@green-hunt.info,growth,149,active,2026-04-16,,,0,SG,Real Estate Tech,2026-04-16,4,organic,2026-04
usr_0239,Owens AI,ugill@wood.com,pro,399,active,2025-10-01,,,1,US,Logistics,2025-10-01,201,organic,2025-10
usr_0240,"Shields, Figueroa and Smith",mphillips@hall-hudson.com,growth,149,active,2026-02-13,,,0,US,E-commerce,2026-02-13,66,organic,2026-02
usr_0241,Porter Digital Group,jonathan77@jackson-norton.com,starter,49,active,2025-09-27,,,0,BR,Healthcare Tech,2025-09-27,205,sales,2025-09
usr_0242,Taylor Solutions Ltd,iwhite@bernard.com,growth,149,active,2025-10-15,,,0,US,Education Tech,2025-10-15,187,sales,2025-10
usr_0243,Landry IO,duranrobert@hall.net,enterprise,999,active,2025-06-24,,,0,ZA,Real Estate Tech,2025-06-24,300,partner,2025-06
usr_0244,Bryant AI,williamsonelizabeth@durham.net,enterprise,999,active,2025-09-27,,,0,US,Cybersecurity,2025-09-27,205,referral,2025-09
usr_0245,"Jenkins, Smith and Bowen",andre62@hull.com,starter,49,active,2026-03-14,,,0,US,Marketing / AdTech,2026-03-14,37,partner,2026-03
usr_0246,Lee PLC,lisa46@watson.info,pro,399,active,2026-01-05,,,0,US,Real Estate Tech,2026-01-05,105,sales,2026-01
usr_0247,"Sanchez, Terry and Evans",valdezmichele@davis.biz,enterprise,999,active,2026-04-06,,,0,GB,Fintech,2026-04-06,14,organic,2026-04
usr_0248,Tran Cloud Ltd,walshjacqueline@porter.com,starter,49,churned,2025-04-25,2025-06-07,no_longer_needed,1,US,Marketing / AdTech,2025-04-25,360,referral,2025-04
usr_0249,Knight Tech,jacobsonsamantha@lewis.org,starter,49,active,2026-04-01,,,0,US,Real Estate Tech,2026-04-01,19,sales,2026-04
usr_0250,Nelson-Glass,rachel90@mcfarland.com,starter,49,active,2026-04-18,,,0,US,Education Tech,2026-04-18,2,organic,2026-04
usr_0251,Matthews Ltd,thickman@elliott.biz,growth,149,churned,2025-11-27,2026-01-01,too_expensive,1,US,E-commerce,2025-11-27,144,sales,2025-11
usr_0252,Rhodes Solutions Ltd,patrick21@mcgee.com,starter,49,active,2025-06-20,,,2,US,Education Tech,2025-06-20,304,paid_ads,2025-06
usr_0253,Peterson PLC,unovak@walters.info,starter,49,churned,2026-02-09,2026-03-01,too_expensive,1,US,Education Tech,2026-02-09,70,sales,2026-02
usr_0254,Kelly Group,llopez@james.com,growth,149,active,2025-10-22,,,0,DE,Healthcare Tech,2025-10-22,180,organic,2025-10
usr_0255,"Jones, Adams and James",jodistewart@davis.info,pro,399,active,2025-12-20,,,0,US,Real Estate Tech,2025-12-20,121,referral,2025-12
usr_0256,Ward IO,curtis12@cole-peters.biz,growth,149,churned,2025-12-08,2026-02-01,switched_competitor,2,CA,Marketing / AdTech,2025-12-08,133,referral,2025-12
usr_0257,Garcia Analytics Ltd,gomezchristopher@mueller.biz,pro,399,active,2026-01-12,,,0,US,Education Tech,2026-01-12,98,partner,2026-01
usr_0258,Maxwell-Hardy,ashleyjackson@jackson-adams.com,pro,399,churned,2025-05-27,2025-11-04,too_expensive,0,US,HR Tech,2025-05-27,328,sales,2025-05
usr_0259,Snyder Digital Inc,jacksonjoshua@washington-jones.com,growth,149,active,2025-09-14,,,0,US,Logistics,2025-09-14,218,partner,2025-09
usr_0260,Le Group,stephentaylor@rush.org,enterprise,999,active,2025-07-07,,,0,GB,Education Tech,2025-07-07,287,partner,2025-07
usr_0261,James Works,scott69@evans.com,enterprise,999,active,2026-03-23,,,0,CA,HR Tech,2026-03-23,28,organic,2026-03
usr_0262,Mendoza AI,tamaranovak@navarro-chen.org,starter,49,churned,2025-08-11,2025-08-31,too_expensive,2,NG,Education Tech,2025-08-11,252,paid_ads,2025-08
usr_0263,Casey Labs,nicholas65@frederick.org,growth,149,active,2025-09-29,,,0,US,Cybersecurity,2025-09-29,203,partner,2025-09
usr_0264,"White, Saunders and Johnson",nhahn@salinas-guerra.com,enterprise,999,active,2026-03-22,,,0,US,Logistics,2026-03-22,29,organic,2026-03
usr_0265,Chambers-Taylor,john26@jones-ewing.info,starter,49,active,2026-03-26,,,0,GB,Healthcare Tech,2026-03-26,25,organic,2026-03
usr_0266,"Morales, Hunter and Knapp",ystephens@miles-burnett.org,starter,49,active,2026-03-23,,,1,US,Fintech,2026-03-23,28,referral,2026-03
usr_0267,Little AI,rodriguezjohn@kelly.biz,growth,149,active,2025-12-13,,,0,US,E-commerce,2025-12-13,128,organic,2025-12
usr_0268,Rasmussen HQ,tammy61@garcia.net,pro,399,active,2025-12-17,,,0,DE,SaaS / Software,2025-12-17,124,organic,2025-12
usr_0269,"Stone, Carpenter and Johnston",dbrooks@chapman.com,pro,399,active,2025-11-19,,,0,CA,Fintech,2025-11-19,152,organic,2025-11
usr_0270,Webb HQ,robert11@thomas.com,starter,49,active,2026-01-05,,,0,NG,HR Tech,2026-01-05,105,paid_ads,2026-01
usr_0271,"Webb, Alvarez and Kim",tflores@patrick.com,pro,399,active,2026-02-01,,,0,FR,E-commerce,2026-02-01,78,organic,2026-02
usr_0272,Wong-Byrd,sarahyang@thompson.info,starter,49,active,2026-03-15,,,0,US,Logistics,2026-03-15,36,paid_ads,2026-03
usr_0273,Salinas Ltd,jacobsandoval@johnson-mendez.com,growth,149,active,2025-10-12,,,0,CA,Cybersecurity,2025-10-12,190,paid_ads,2025-10
usr_0274,Vargas-Price,jamiegoodwin@ray.com,growth,149,active,2025-07-09,,,0,IN,Marketing / AdTech,2025-07-09,285,organic,2025-07
usr_0275,Nguyen-Ellis,emily78@edwards.com,growth,149,active,2025-09-27,,,0,GB,HR Tech,2025-09-27,205,paid_ads,2025-09
usr_0276,Bell-Ellis,lisamccarthy@sellers-lawrence.com,starter,49,active,2026-04-11,,,0,FR,SaaS / Software,2026-04-11,9,sales,2026-04
usr_0277,Edwards Works,kevinwhite@thomas.org,starter,49,active,2026-03-22,,,0,GB,Cybersecurity,2026-03-22,29,paid_ads,2026-03
usr_0278,Reyes Solutions Group,tommymedina@arias.com,enterprise,999,active,2026-03-25,,,0,GB,Cybersecurity,2026-03-25,26,organic,2026-03
usr_0279,Taylor Digital Ltd,megan90@crane-washington.com,starter,49,churned,2025-07-09,2025-11-06,too_expensive,2,IN,Marketing / AdTech,2025-07-09,285,referral,2025-07
usr_0280,Ochoa Cloud Group,fortiz@mckinney-wallace.com,starter,49,churned,2026-02-26,2026-03-13,too_expensive,1,US,Education Tech,2026-02-26,53,paid_ads,2026-02
usr_0281,Cunningham and Sons,antonio38@jackson-ellis.info,starter,49,active,2025-07-13,,,0,US,Logistics,2025-07-13,281,organic,2025-07
usr_0282,Dunn Digital Inc,armstrongjoseph@morrow.com,starter,49,churned,2025-07-09,2025-10-11,switched_competitor,3,IN,Logistics,2025-07-09,285,referral,2025-07
usr_0283,"Alexander, Robinson and Coleman",kennethkidd@baker-atkins.com,growth,149,churned,2026-01-09,2026-03-29,too_expensive,1,CA,Real Estate Tech,2026-01-09,101,referral,2026-01
usr_0284,Gonzales IO,rowejoel@matthews.biz,starter,49,active,2026-04-19,,,0,NG,Cybersecurity,2026-04-19,1,referral,2026-04
usr_0285,Jensen and Sons,lindahudson@campbell.com,pro,399,active,2026-01-02,,,0,IN,Marketing / AdTech,2026-01-02,108,paid_ads,2026-01
usr_0286,Armstrong-Farley,taylorkaren@sellers-riddle.com,growth,149,active,2025-11-09,,,0,US,Logistics,2025-11-09,162,referral,2025-11
usr_0287,"Cline, Wright and Dawson",kathleenlowe@thomas-chen.biz,pro,399,active,2026-04-16,,,0,CA,Fintech,2026-04-16,4,paid_ads,2026-04
usr_0288,Brooks Digital Inc,schultznicole@powell.com,starter,49,active,2025-07-04,,,0,NL,E-commerce,2025-07-04,290,paid_ads,2025-07
usr_0289,"Mayer, Wood and Clements",brandi17@beck.net,growth,149,active,2025-09-10,,,0,US,E-commerce,2025-09-10,222,organic,2025-09
usr_0290,Robinson-Jordan,troymorris@morgan-lane.org,starter,49,active,2026-02-20,,,0,GB,Healthcare Tech,2026-02-20,59,referral,2026-02
usr_0291,Phelps Digital Group,patricia00@sims.com,starter,49,active,2026-03-28,,,0,GB,E-commerce,2026-03-28,23,paid_ads,2026-03
usr_0292,Noble and Sons,bbryant@forbes.com,pro,399,active,2026-03-17,,,0,FR,Education Tech,2026-03-17,34,paid_ads,2026-03
usr_0293,Baxter LLC,penajohn@beck-banks.com,pro,399,churned,2025-10-18,2026-01-14,poor_support,2,US,E-commerce,2025-10-18,184,organic,2025-10
usr_0294,Garrett-Barber,rubendavis@smith.com,starter,49,churned,2025-05-15,2025-06-07,too_expensive,0,CA,Fintech,2025-05-15,340,paid_ads,2025-05
usr_0295,Anderson AI,aprilwallace@dominguez.biz,growth,149,active,2025-07-18,,,0,FR,Logistics,2025-07-18,276,paid_ads,2025-07
usr_0296,Benson Systems,yjones@cross.com,starter,49,active,2025-06-22,,,0,US,Education Tech,2025-06-22,302,organic,2025-06
usr_0297,Richardson-Evans,wayala@may.com,pro,399,active,2026-04-17,,,0,US,Real Estate Tech,2026-04-17,3,paid_ads,2026-04
usr_0298,Jones Digital Ltd,bishopfrank@bowen-fuller.com,pro,399,active,2025-05-20,,,0,AU,HR Tech,2025-05-20,335,organic,2025-05
usr_0299,Jensen-Ramos,christophergarcia@lawrence.com,enterprise,999,active,2026-01-02,,,0,SG,SaaS / Software,2026-01-02,108,sales,2026-01
usr_0300,Edwards-Taylor,deanna38@greene.com,growth,149,churned,2025-10-22,2025-12-12,switched_competitor,0,US,Education Tech,2025-10-22,180,sales,2025-10
usr_0301,Abbott HQ,jamie98@adkins.com,pro,399,churned,2025-09-28,2026-01-30,poor_support,2,CA,Real Estate Tech,2025-09-28,204,organic,2025-09
usr_0302,Simpson Inc,victorwheeler@oneal.com,growth,149,active,2026-04-06,,,0,US,Education Tech,2026-04-06,14,organic,2026-04
usr_0303,Hughes PLC,rdiaz@farmer.com,starter,49,churned,2025-05-21,2025-09-11,switched_competitor,0,AU,E-commerce,2025-05-21,334,organic,2025-05
usr_0304,Matthews Ventures Group,bakerbill@fry.net,starter,49,churned,2025-08-06,2025-08-24,switched_competitor,2,FR,Fintech,2025-08-06,257,organic,2025-08
usr_0305,Fuller-Mason,zhenderson@davidson.org,pro,399,active,2026-03-08,,,0,US,Marketing / AdTech,2026-03-08,43,sales,2026-03
usr_0306,Hernandez Tech,collinswilliam@mccann.net,starter,49,churned,2025-07-12,2025-07-29,too_expensive,4,DE,Healthcare Tech,2025-07-12,282,organic,2025-07
usr_0307,Murphy Solutions Group,collinssamuel@brown.biz,starter,49,churned,2025-06-12,2025-10-17,missing_features,0,US,Education Tech,2025-06-12,312,referral,2025-06
usr_0308,Chavez PLC,parkerjudith@thompson.com,enterprise,999,churned,2025-05-20,2025-12-22,contract_ended,1,FR,Healthcare Tech,2025-05-20,335,organic,2025-05
usr_0309,Martin Tech,alexandra42@martinez-norman.com,growth,149,active,2026-01-30,,,0,US,Marketing / AdTech,2026-01-30,80,paid_ads,2026-01
usr_0310,"Tanner, Wise and Johnson",enelson@joseph-ray.com,growth,149,churned,2025-08-11,2026-02-09,missing_features,1,DE,Healthcare Tech,2025-08-11,252,referral,2025-08
usr_0311,Crawford Tech,brian92@moore-ayala.org,growth,149,active,2025-07-17,,,0,US,Marketing / AdTech,2025-07-17,277,paid_ads,2025-07
usr_0312,"Sharp, Perez and Hicks",trevinoalexander@ruiz.com,enterprise,999,active,2026-03-15,,,0,NG,Cybersecurity,2026-03-15,36,organic,2026-03
usr_0313,White Digital Group,tranrobin@rios.com,pro,399,active,2025-11-04,,,0,GB,Marketing / AdTech,2025-11-04,167,paid_ads,2025-11
usr_0314,Nelson Tech,duncandavid@winters.com,starter,49,active,2026-02-02,,,1,AU,Education Tech,2026-02-02,77,paid_ads,2026-02
usr_0315,Finley Ventures Ltd,wileymichelle@murphy-tran.com,starter,49,active,2026-02-27,,,0,US,Cybersecurity,2026-02-27,52,organic,2026-02
usr_0316,Gonzalez-Elliott,jodi37@vargas-snyder.com,starter,49,active,2026-01-14,,,0,US,Cybersecurity,2026-01-14,96,paid_ads,2026-01
usr_0317,Oconnor Solutions Inc,edwardrandolph@hall.com,growth,149,active,2026-04-10,,,0,IN,Logistics,2026-04-10,10,organic,2026-04
usr_0318,Smith-Sandoval,dalton83@vasquez-brown.com,starter,49,active,2026-01-31,,,0,US,Marketing / AdTech,2026-01-31,79,partner,2026-01
usr_0319,Dawson Cloud Group,williamsjesse@gutierrez.com,growth,149,churned,2025-08-08,2025-09-07,poor_support,3,US,HR Tech,2025-08-08,255,organic,2025-08
usr_0320,Carpenter Ventures Group,danafoster@bradley.com,starter,49,churned,2025-08-04,2025-08-22,no_longer_needed,1,CA,Fintech,2025-08-04,259,organic,2025-08
usr_0321,Carter Ventures Inc,sara65@chavez-hall.com,starter,49,churned,2025-06-07,2025-09-13,missing_features,1,KE,SaaS / Software,2025-06-07,317,paid_ads,2025-06
usr_0322,Chan PLC,moorefrank@edwards-martinez.com,growth,149,active,2026-03-13,,,0,US,E-commerce,2026-03-13,38,referral,2026-03
usr_0323,Hayes Group,melissa12@torres.com,starter,49,active,2026-01-07,,,0,GB,HR Tech,2026-01-07,103,sales,2026-01
usr_0324,Hernandez-Dawson,randy04@wilkins-thompson.biz,enterprise,999,active,2025-08-17,,,0,FR,HR Tech,2025-08-17,246,paid_ads,2025-08
usr_0325,Bond Cloud Ltd,codygarcia@martinez.com,starter,49,churned,2025-10-29,2026-02-08,too_expensive,3,US,Education Tech,2025-10-29,173,paid_ads,2025-10
usr_0326,Gonzalez Group,gina19@green.com,enterprise,999,active,2026-03-26,,,0,BR,Real Estate Tech,2026-03-26,25,sales,2026-03
usr_0327,Gonzalez Solutions Inc,flamb@martinez-dunlap.com,pro,399,active,2026-01-15,,,0,IN,Real Estate Tech,2026-01-15,95,organic,2026-01
usr_0328,Jackson Works,zunderwood@johnson-vega.com,starter,49,active,2025-09-20,,,0,SG,Marketing / AdTech,2025-09-20,212,paid_ads,2025-09
usr_0329,Lewis-Lopez,sean20@harvey.biz,starter,49,active,2026-04-10,,,0,GB,Cybersecurity,2026-04-10,10,organic,2026-04
usr_0330,"Mendoza, Miller and Reyes",zgonzalez@wright.com,starter,49,active,2026-03-18,,,1,SG,Marketing / AdTech,2026-03-18,33,sales,2026-03
usr_0331,Casey-Howard,kcooper@morris.org,pro,399,active,2026-03-15,,,0,US,SaaS / Software,2026-03-15,36,paid_ads,2026-03
usr_0332,Johnson LLC,stokesthomas@wang-key.com,starter,49,active,2026-01-24,,,0,CA,Education Tech,2026-01-24,86,paid_ads,2026-01
usr_0333,Garcia HQ,josephvelasquez@brown.biz,enterprise,999,active,2025-09-23,,,0,US,Marketing / AdTech,2025-09-23,209,organic,2025-09
usr_0334,Kelly Labs,gregorywatkins@wolfe.com,growth,149,active,2026-03-19,,,1,US,Education Tech,2026-03-19,32,partner,2026-03
usr_0335,"Elliott, Hart and Lopez",lweaver@johnson-brown.org,growth,149,active,2025-06-09,,,0,US,Real Estate Tech,2025-06-09,315,paid_ads,2025-06
usr_0336,Robinson Analytics Ltd,nsmith@drake.com,enterprise,999,active,2026-03-08,,,0,US,Fintech,2026-03-08,43,referral,2026-03
usr_0337,Sellers IO,brian29@stark.com,starter,49,churned,2025-09-23,2026-01-06,switched_competitor,0,US,Cybersecurity,2025-09-23,209,paid_ads,2025-09
usr_0338,Brooks Ltd,vwillis@morris-daugherty.biz,growth,149,active,2026-01-08,,,0,NL,E-commerce,2026-01-08,102,paid_ads,2026-01
usr_0339,Conner Analytics Inc,lbanks@novak.com,pro,399,active,2026-02-01,,,1,US,Cybersecurity,2026-02-01,78,organic,2026-02
usr_0340,Wade and Sons,sparker@anderson-daniel.org,starter,49,active,2025-05-28,,,0,US,Education Tech,2025-05-28,327,partner,2025-05
usr_0341,Myers Solutions Ltd,whitelucas@walker.com,growth,149,active,2026-04-06,,,2,CA,E-commerce,2026-04-06,14,paid_ads,2026-04
usr_0342,Rivera Systems,youngtoni@fields.com,starter,49,churned,2026-02-17,2026-03-26,switched_competitor,0,US,HR Tech,2026-02-17,62,paid_ads,2026-02
usr_0343,Smith-Clark,bellkristin@smith.com,growth,149,churned,2025-12-08,2026-01-18,too_expensive,3,IN,Logistics,2025-12-08,133,paid_ads,2025-12
usr_0344,Snyder-Gray,egarcia@curtis.com,pro,399,active,2026-02-10,,,0,GB,Education Tech,2026-02-10,69,paid_ads,2026-02
usr_0345,Phillips LLC,stephanie15@barron.com,starter,49,churned,2025-12-12,2026-01-11,too_expensive,3,US,E-commerce,2025-12-12,129,referral,2025-12
usr_0346,"Mcmahon, Spence and Morgan",bbush@martin.com,growth,149,churned,2025-08-28,2025-09-30,switched_competitor,1,FR,Marketing / AdTech,2025-08-28,235,partner,2025-08
usr_0347,Rivera HQ,robertspencer@fernandez.com,growth,149,active,2026-03-31,,,0,NL,Real Estate Tech,2026-03-31,20,paid_ads,2026-03
usr_0348,Williams Cloud Group,xhernandez@patterson.org,enterprise,999,active,2025-12-17,,,0,US,Real Estate Tech,2025-12-17,124,organic,2025-12
usr_0349,Gonzalez-Johnson,daniellerowland@anthony-parker.biz,enterprise,999,active,2025-12-22,,,0,US,SaaS / Software,2025-12-22,119,sales,2025-12
usr_0350,Burns-Guerrero,maypaul@mcclure-wood.info,growth,149,active,2025-11-14,,,0,US,Fintech,2025-11-14,157,partner,2025-11
usr_0351,Baker Group,jeremy49@hernandez.com,pro,399,active,2026-03-22,,,0,CA,Real Estate Tech,2026-03-22,29,paid_ads,2026-03
usr_0352,Miller Solutions Inc,lindsey69@spencer.net,pro,399,active,2025-07-08,,,1,FR,Real Estate Tech,2025-07-08,286,organic,2025-07
usr_0353,Barnes AI,parmstrong@evans-foster.com,starter,49,active,2026-01-01,,,0,GB,Real Estate Tech,2026-01-01,109,paid_ads,2026-01
usr_0354,"Duncan, Black and Duncan",davidtodd@rush.com,starter,49,churned,2025-12-09,2026-01-16,too_expensive,3,AU,Marketing / AdTech,2025-12-09,132,organic,2025-12
